utterance,intent,source_row
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 214 per night.""",provide_location,454
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,455
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 143 per night.""",provide_location,456
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,457
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 120 per night.""",provide_location,458
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,459
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 150 per night.""",provide_location,460
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,461
"I'd like something in Sants-MontjuÃ¯c Barcelona with a good rating. Budget is around â¬Â 104 per night.""",confirmation,462
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,463
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 163 per night.""",provide_location,464
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,465
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 141 per night.""",provide_location,466
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,467
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 131 per night.""",provide_location,468
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,469
"I'd like something in Ciutat Vella Barcelona with a good rating. Budget is around â¬Â 168 per night.""",provide_location,470
Does it include breakfast?,ask_info,471
"""Yes please. Book it for me.""",confirmation,472
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,473
"I'd like something in Sant MartÃ­ Barcelona with a good rating. Budget is around â¬Â 159 per night.""",provide_location,474
Does it include breakfast?,ask_info,475
"""Yes please. Book it for me.""",confirmation,476
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,477
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 193 per night.""",provide_location,478
Does it include breakfast?,ask_info,479
"""Yes please. Book it for me.""",confirmation,480
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,481
"I'd like something in Eixample Barcelona with a good rating. Budget is around â¬Â 167 per night.""",provide_location,482
Does it include breakfast?,ask_info,483
"""Yes please. Book it for me.""",confirmation,484
"""Hi I'm planning a"" trip to Barcelona and need a hotel.""",greeting,485
"I'd like something in Sant MartÃ­ Barcelona with a good rating. Budget is around â¬Â 172 per night.""",provide_location,486
Does it include breakfast?,ask_info,487
"""Yes please. Book it for me.""",confirmation,488
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,489
"I'd like something in 14th arr. Paris with a good rating. Budget is around $102 per night.""",provide_location,490
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,491
"I'd like something in 10th arr. Paris with a good rating. Budget is around $83 per night.""",provide_location,492
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,493
"I'd like something in 17th arr. Paris with a good rating. Budget is around $97 per night.""",provide_location,494
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,495
"I'd like something in 15th arr. Paris with a good rating. Budget is around $113 per night.""",provide_location,496
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,497
"I'd like something in 5th arr. Paris with a good rating. Budget is around $211 per night.""",provide_location,498
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,499
"I'd like something in 14th arr. Paris with a good rating. Budget is around $88 per night.""",provide_location,500
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,501
"I'd like something in 2nd arr. Paris with a good rating. Budget is around $171 per night.""",provide_location,502
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,503
"I'd like something in 9th arr. Paris with a good rating. Budget is around $125 per night.""",provide_location,504
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,505
"I'd like something in 6th arr. Paris with a good rating. Budget is around $142 per night.""",provide_location,506
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,507
"I'd like something in 17th arr. Paris with a good rating. Budget is around $78 per night.""",provide_location,508
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,509
"I'd like something in 2nd arr. Paris with a good rating. Budget is around $185 per night.""",provide_location,510
Does it include breakfast?,ask_info,511
"""Yes please. Book it for me.""",confirmation,512
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,513
"I'd like something in 9th arr. Paris with a good rating. Budget is around $96 per night.""",provide_location,514
Does it include breakfast?,ask_info,515
"""Yes please. Book it for me.""",confirmation,516
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,517
"I'd like something in 17th arr. Paris with a good rating. Budget is around $123 per night.""",provide_location,518
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,519
"I'd like something in 13th arr. Paris with a good rating. Budget is around $113 per night.""",provide_location,520
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,521
"I'd like something in 12th arr. Paris with a good rating. Budget is around $114 per night.""",provide_location,522
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,523
"I'd like something in 6th arr. Paris with a good rating. Budget is around $229 per night.""",provide_location,524
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,525
"I'd like something in 15th arr. Paris with a good rating. Budget is around $180 per night.""",provide_location,526
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,527
"I'd like something in 15th arr. Paris with a good rating. Budget is around $119 per night.""",provide_location,528
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,529
"I'd like something in 1st arr. Paris with a good rating. Budget is around $213 per night.""",provide_location,530
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,531
"I'd like something in 14th arr. Paris with a good rating. Budget is around $150 per night.""",provide_location,532
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,533
"I'd like something in 15th arr. Paris with a good rating. Budget is around $120 per night.""",provide_location,534
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,535
"I'd like something in 10th arr. Paris with a good rating. Budget is around $130 per night. """,provide_location,536
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,537
"I'd like something in 10th arr. Paris with a good rating. Budget is around $132 per night.""",provide_location,538
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,539
"I'd like something in 14th arr. Paris with a good rating. Budget is around $184 per night.""",provide_location,540
"""Hi I'm planning a"" trip to Paris and need a hotel.""",greeting,541
"I'd like something in 14th arr. Paris with a good rating. Budget is around $88 per night.""",provide_location,542
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,543
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $106 per night.""",provide_location,544
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,545
"I'd like something in Altstadt - Lehel Munich with a good rating. Budget is around $110 per night.""",provide_location,546
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,547
"I'd like something in Altstadt - Lehel Munich with a good rating. Budget is around $77 per night.""",provide_location,548
Does it include breakfast?,ask_info,549
"""Yes please. Book it for me.""",confirmation,550
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,551
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $109 per night.""",provide_location,552
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,553
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $107 per night.""",provide_location,554
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,555
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $86 per night.""",provide_location,556
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,557
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $125 per night.""",provide_location,558
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,559
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $120 per night.""",provide_location,560
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,561
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $108 per night.""",confirmation,562
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,563
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $89 per night.""",provide_location,564
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,565
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $111 per night.""",provide_location,566
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,567
"I'd like something in Maxvorstadt Munich with a good rating. Budget is around $115 per night.""",confirmation,568
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,569
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $107 per night.""",provide_location,570
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,571
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $137 per night.""",confirmation,572
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,573
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $113 per night.""",confirmation,574
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,575
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $122 per night.""",provide_location,576
Does it include breakfast?,ask_info,577
"""Yes please. Book it for me.""",confirmation,578
"""Hi I'm planning a"" trip to Munich and need a hotel.""",greeting,579
"I'd like something in Maxvorstadt Munich with a good rating. Budget is around $73 per night.""",confirmation,580
Does it include breakfast?,ask_info,581
"""Yes please. Book it for me.""",confirmation,582
"I'd like something in Maxvorstadt Munich with a good rating. Budget is around $130 per night.""",confirmation,583
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $107 per night.""",provide_location,584
Does it include breakfast?,ask_info,585
"""Yes please. Book it for me.""",confirmation,586
"I'd like something in SchwanthalerhÃ¶he Munich with a good rating. Budget is around $100 per night.""",provide_location,587
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $119 per night.""",provide_location,588
"I'd like something in Maxvorstadt Munich with a good rating. Budget is around $125 per night.""",confirmation,589
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $85 per night.""",provide_location,590
"I'd like something in Altstadt - Lehel Munich with a good rating. Budget is around $225 per night.""",provide_location,591
"I'd like something in Ludwigsvorstadt Munich with a good rating. Budget is around $107 per night.""",provide_location,592
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,593
"I'd like something in NeukÃ¶lln Berlin with a good rating. Budget is around $68 per night.""",provide_location,594
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,595
"I'd like something in Mitte Berlin with a good rating. Budget is around $84 per night.""",confirmation,596
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,597
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $72 per night.""",provide_location,598
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,599
"I'd like something in Mitte Berlin with a good rating. Budget is around $106 per night.""",confirmation,600
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,601
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $93 per night.""",provide_location,602
"""Yes please. Book it for me.""",confirmation,603
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,604
"I'd like something in Mitte Berlin with a good rating. Budget is around $78 per night.""",confirmation,605
Does it include breakfast?,ask_info,606
"""Yes please. Book it for me.""",confirmation,607
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,608
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $116 per night.""",provide_location,609
Does it include breakfast?,ask_info,610
"""Yes please. Book it for me.""",confirmation,611
"I'd like something in Mitte Berlin with a good rating. Budget is around $107 per night.""",confirmation,612
"I'd like something in Mitte Berlin with a good rating. Budget is around $90 per night.""",confirmation,613
"I'd like something in Mitte Berlin with a good rating. Budget is around $93 per night.""",confirmation,614
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $92 per night.""",provide_location,615
"I'd like something in Mitte Berlin with a good rating. Budget is around $92 per night.""",confirmation,616
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $119 per night.""",provide_location,617
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $128 per night.""",provide_location,618
Does it include breakfast?,ask_info,619
"""Yes please. Book it for me.""",confirmation,620
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,621
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $95 per night.""",provide_location,622
Does it include breakfast?,ask_info,623
"""Yes please. Book it for me.""",confirmation,624
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,625
"I'd like something in Mitte Berlin with a good rating. Budget is around $89 per night.""",confirmation,626
Does it include breakfast?,ask_info,627
"""Yes please. Book it for me.""",confirmation,628
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,629
"I'd like something in Mitte Berlin with a good rating. Budget is around $102 per night.""",confirmation,630
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,631
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $78 per night.""",provide_location,632
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,633
"I'd like something in Mitte Berlin with a good rating. Budget is around $97 per night.""",confirmation,634
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,635
"I'd like something in Mitte Berlin with a good rating. Budget is around $104 per night.""",confirmation,636
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,637
"I'd like something in Mitte Berlin with a good rating. Budget is around $85 per night.""",confirmation,638
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,639
"I'd like something in Mitte Berlin with a good rating. Budget is around $82 per night.""",confirmation,640
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,641
"I'd like something in Mitte Berlin with a good rating. Budget is around $109 per night.""",confirmation,642
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,643
"I'd like something in Friedrichshain-Kreuzberg Berlin with a good rating. Budget is around $87 per night.""",provide_location,644
"""Hi I'm planning a"" trip to Berlin and need a hotel.""",greeting,645
"I'd like something in Tempelhof-SchÃ¶neberg Berlin with a good rating. Budget is around $108 per night.""",provide_location,646
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,647
"I'd like something in Bahnhofsviertel Frankfurt with a good rating. Budget is around $69 per night.""",provide_location,648
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,649
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $107 per night.""",provide_location,650
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,651
"I'd like something in Gutleutviertel Frankfurt with a good rating. Budget is around $85 per night.""",provide_location,652
"""Yes please. Book it for me.""",confirmation,653
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,654
"I'd like something in Gallusviertel Frankfurt with a good rating. Budget is around $79 per night.""",provide_location,655
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,656
"I'd like something in Frankfurt Airport Area Frankfurt with a good rating. Budget is around $98 per night.""",confirmation,657
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,658
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $108 per night.""",provide_location,659
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,660
"I'd like something in Frankfurt Airport Area Frankfurt with a good rating. Budget is around $107 per night.""",confirmation,661
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,662
"I'd like something in Westend Frankfurt with a good rating. Budget is around $123 per night.""",confirmation,663
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,664
"I'd like something in Ostend Frankfurt with a good rating. Budget is around $88 per night.""",confirmation,665
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,666
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $102 per night.""",provide_location,667
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,668
"I'd like something in Bahnhofsviertel Frankfurt with a good rating. Budget is around $105 per night.""",provide_location,669
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,670
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $140 per night.""",provide_location,671
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,672
"I'd like something in Gallusviertel Frankfurt with a good rating. Budget is around $88 per night.""",provide_location,673
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,674
"I'd like something in Bahnhofsviertel Frankfurt with a good rating. Budget is around $86 per night.""",provide_location,675
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,676
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $228 per night.""",provide_location,677
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,678
"I'd like something in Gutleutviertel Frankfurt with a good rating. Budget is around $84 per night.""",provide_location,679
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,680
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $109 per night.""",provide_location,681
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,682
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $212 per night.""",provide_location,683
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,684
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $151 per night.""",provide_location,685
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,686
"I'd like something in Frankfurt with a good rating. Budget is around $44 per night.""",provide_location,687
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,688
"I'd like something in Bahnhofsviertel Frankfurt with a good rating. Budget is around $109 per night.""",provide_location,689
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,690
"I'd like something in Gallusviertel Frankfurt with a good rating. Budget is around $92 per night.""",provide_location,691
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,692
"I'd like something in Sachsenhausen Frankfurt with a good rating. Budget is around $149 per night.""",provide_location,693
Does it include breakfast?,ask_info,694
"""Yes please. Book it for me.""",confirmation,695
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,696
"I'd like something in Frankfurt Airport Area Frankfurt with a good rating. Budget is around $132 per night.""",confirmation,697
Does it include breakfast?,ask_info,698
"""Yes please. Book it for me.""",confirmation,699
"""Hi I'm planning a"" trip to Frankfurt and need a hotel.""",greeting,700
"I'd like something in Frankfurt City Center (Old Town) Frankfurt with a good rating. Budget is around $280 per night.""",provide_location,701
Does it include breakfast?,ask_info,702
"""Yes please. Book it for me.""",confirmation,703
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,704
"I'd like something in Hamburg City Center (Old Town) Hamburg with a good rating. Budget is around $89 per night.""",provide_location,705
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,706
"I'd like something in Hammerbrook Hamburg with a good rating. Budget is around $63 per night.""",confirmation,707
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,708
"I'd like something in Hammerbrook Hamburg with a good rating. Budget is around $77 per night.""",confirmation,709
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,710
"I'd like something in Altona-Altstadt Hamburg with a good rating. Budget is around $82 per night.""",provide_location,711
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,712
"I'd like something in Hammerbrook Hamburg with a good rating. Budget is around $75 per night.""",confirmation,713
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,714
"I'd like something in Hamburg with a good rating. Budget is around $68 per night.""",provide_location,715
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,716
"I'd like something in St. Georg Hamburg with a good rating. Budget is around $56 per night.""",provide_location,717
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,718
"I'd like something in Hamburg City Center (New Town) Hamburg with a good rating. Budget is around $132 per night.""",provide_location,719
Does it include breakfast?,ask_info,720
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,721
"I'd like something in Hamburg City Center (Old Town) Hamburg with a good rating. Budget is around $167 per night.""",provide_location,722
Does it include breakfast?,ask_info,723
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,724
"I'd like something in Hamburg City Center (New Town) Hamburg with a good rating. Budget is around $132 per night.""",provide_location,725
Does it include breakfast?,ask_info,726
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,727
"I'd like something in Hamburg City Center Hamburg with a good rating. Budget is around $78 per night.""",confirmation,728
Does it include breakfast?,ask_info,729
"""Yes please. Book it for me.""",confirmation,730
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,731
"I'd like something in HafenCity Hamburg with a good rating. Budget is around $140 per night.""",confirmation,732
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,733
"I'd like something in Hohenfelde Hamburg with a good rating. Budget is around $118 per night.""",provide_location,734
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,735
"I'd like something in St. Georg Hamburg with a good rating. Budget is around $109 per night.""",provide_location,736
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,737
"I'd like something in St. Georg Hamburg with a good rating. Budget is around $126 per night.""",provide_location,738
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,739
"I'd like something in Hamburg City Center (Old Town) Hamburg with a good rating. Budget is around $147 per night.""",provide_location,740
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,741
"I'd like something in Hamburg with a good rating. Budget is around $110 per night.""",provide_location,742
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,743
"I'd like something in St. Georg Hamburg with a good rating. Budget is around $100 per night.""",confirmation,744
Does it include breakfast?,ask_info,745
"""Yes please. Book it for me.""",confirmation,746
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,747
"I'd like something in Hamburg with a good rating. Budget is around $98 per night.""",provide_location,748
"I'd like something in Hohenfelde Hamburg with a good rating. Budget is around $62 per night.""",provide_location,749
"I'd like something in Hamburg City Center Hamburg with a good rating. Budget is around $103 per night.""",confirmation,750
"I'd like something in St. Georg Hamburg with a good rating. Budget is around $185 per night.""",provide_location,751
Does it include breakfast?,ask_info,752
"""Yes please. Book it for me.""",confirmation,753
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,754
"I'd like something in Hamburg City Center (New Town) Hamburg with a good rating. Budget is around $207 per night.""",provide_location,755
Does it include breakfast?,ask_info,756
"""Yes please. Book it for me.""",confirmation,757
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,758
"I'd like something in St. Georg Hamburg with a good rating. Budget is around $65 per night.""",provide_location,759
Does it include breakfast?,ask_info,760
"""Yes please. Book it for me.""",confirmation,761
"""Hi I'm planning a"" trip to Hamburg and need a hotel.""",greeting,762
"I'd like something in St. Pauli Hamburg with a good rating. Budget is around $141 per night.""",provide_location,763
Does it include breakfast?,ask_info,764
"""Yes please. Book it for me.""",confirmation,765
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,766
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $223 per night.""",provide_location,767
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,768
"I'd like something in Heraklio with a good rating. Budget is around $65 per night.""",confirmation,769
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,770
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $128 per night.""",provide_location,771
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,772
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $78 per night.""",provide_location,773
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,774
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $39 per night.""",provide_location,775
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,776
"I'd like something in Heraklio with a good rating. Budget is around $76 per night.""",confirmation,777
"I'd like something in Heraklio with a good rating. Budget is around $49 per night.""",confirmation,778
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $101 per night.""",provide_location,779
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $65 per night.""",provide_location,780
"I'd like something in Heraklio with a good rating. Budget is around $79 per night.""",confirmation,781
"I'd like something in Heraklio with a good rating. Budget is around $72 per night.""",confirmation,782
"I'd like something in Heraklio with a good rating. Budget is around $93 per night.""",confirmation,783
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $100 per night.""",provide_location,784
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $109 per night.""",provide_location,785
"I'd like something in Heraklio with a good rating. Budget is around $87 per night.""",confirmation,786
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $106 per night. """,provide_location,787
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,788
"I'd like something in Heraklio with a good rating. Budget is around $131 per night.""",confirmation,789
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $64 per night.""",provide_location,790
"""Hi I'm planning a"" trip to Heraklio and need a hotel.""",greeting,791
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $57 per night.""",provide_location,792
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $70 per night.""",provide_location,793
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $126 per night.""",provide_location,794
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $98 per night.""",provide_location,795
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $173 per night.""",provide_location,796
"I'd like something in Heralkio City Centre Heraklio with a good rating. Budget is around $152 per night.""",provide_location,797
"I'd like something in Heraklio with a good rating. Budget is around $96 per night.""",confirmation,798
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,799
"I'd like something in Rione Monti Rome with a good rating. Budget is around $392 per night.""",confirmation,800
"I'd like something in Vaticano Prati Rome with a good rating. Budget is around $150 per night.""",provide_location,801
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,802
"I'd like something in Via Veneto Rome with a good rating. Budget is around $159 per night.""",confirmation,803
Does it include breakfast?,ask_info,804
This is a great choice!,confirmation,805
Yes my name is {name}. My email is {email} and my phone number is {phone number}.,confirmation,806
"""Yes please. Book it for me.""",confirmation,807
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,808
"I'd like something in Central Station Rome with a good rating. Budget is around $107 per night.""",confirmation,809
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,810
"I'd like something in Trevi Rome with a good rating. Budget is around $245 per night.""",confirmation,811
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,812
"I'd like something in Central Station Rome with a good rating. Budget is around $150 per night.""",confirmation,813
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,814
"I'd like something in Via Veneto Rome with a good rating. Budget is around $277 per night.""",confirmation,815
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,816
"I'd like something in Pantheon Rome with a good rating. Budget is around $270 per night.""",confirmation,817
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,818
"I'd like something in Trionfale Rome with a good rating. Budget is around $243 per night.""",provide_location,819
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,820
"I'd like something in Trevi Rome with a good rating. Budget is around $277 per night.""",confirmation,821
Does it include breakfast?,ask_info,822
"""Yes please. Book it for me.""",confirmation,823
"""Hi I'm planning a"" trip to Rome and need a hotel.""",greeting,824
"I'd like something in Rione Monti Rome with a good rating. Budget is around $272 per night.""",confirmation,825
